threshold,precision,recall,f1_score
0.8400000000000002,0.8135593220338984,0.061361457334611694,0.11411589895988113
0.8500000000000002,0.8300970873786407,0.05465004793863854,0.10254872563718141
0.8600000000000002,0.8509316770186336,0.04378395653563439,0.08328267477203648
0.8700000000000002,0.859375,0.03515500159795462,0.06754682222904514
0.8800000000000002,0.8846153846153846,0.02940236497283477,0.05691308382307454
0.8900000000000002,0.9058823529411765,0.024608501118568233,0.04791537025513379
0.9000000000000002,0.8904109589041096,0.020773410035155003,0.04059962523422861
0.9100000000000003,0.875,0.015659955257270694,0.03076923076923077
0.9200000000000003,0.9047619047619048,0.012144455097475231,0.023967202775149795
0.9300000000000002,0.8857142857142857,0.009907318632150847,0.019595448798988623
0.9400000000000002,0.88,0.007031000319590924,0.013950538998097653
