threshold,precision,recall,f1_score
0.05,0.21740961740961742,0.9897730904442313,0.3565097271785426
0.060000000000000005,0.22177564056556376,0.987535953978907,0.3622084163638495
0.07,0.22515732474754865,0.983381271971876,0.3664185769574278
0.08000000000000002,0.22888507206332612,0.9795461808884628,0.3710653753026634
0.09000000000000001,0.2322963413706549,0.9760306807286673,0.3752764807077906
0.1,0.23556724965175668,0.9728347714924896,0.37929100990592485
0.11000000000000001,0.23828647925033467,0.9670821348673697,0.38236037402072276
0.12000000000000001,0.24122736740906905,0.9622882710131032,0.3857536352571904
0.13,0.24429223744292236,0.9574944071588367,0.38926784902228284
0.14,0.24734835929731522,0.9539789069990412,0.39284069224188983
0.15000000000000002,0.2509284267386901,0.950143815915628,0.397008746745009
0.16000000000000003,0.2546813262326061,0.9475870885266858,0.4014623248256719
0.17000000000000004,0.2577544779379642,0.9427932246724193,0.4048305201042953
0.18000000000000005,0.26090828138913624,0.936401406200064,0.4081064140956891
0.19,0.26379811183732754,0.9287312240332375,0.4108872393071757
0.2,0.26665433012583273,0.921061041866411,0.4135753749013418
0.21000000000000002,0.2713178294573643,0.9172259507829977,0.4187641351134457
0.22000000000000003,0.2743550250288795,0.9108341323106424,0.4216912036694533
0.23000000000000004,0.27882537811824787,0.907318632150847,0.42656449553001274
0.24000000000000005,0.28162530024019217,0.8993288590604027,0.4289307217437695
0.25000000000000006,0.285772815732869,0.8916586768935763,0.4328265591064226
0.26000000000000006,0.28925879396984927,0.8830297219558965,0.43577004968062455
0.27,0.2926048447337531,0.8763183125599233,0.43872
0.28,0.29657130377811747,0.8680089485458613,0.4420932693090258
0.29000000000000004,0.3003904071388734,0.8606583573026526,0.44534479907392094
0.30000000000000004,0.30439247005134057,0.8526685842122084,0.4486295611232554
0.31000000000000005,0.3076833527357392,0.8446788111217641,0.45106237733595017
0.32000000000000006,0.31177801595808025,0.8366890380313199,0.45427728613569324
0.33,0.3151234943423774,0.8277404921700223,0.4564681001057455
0.34,0.3175255165546428,0.8152764461489294,0.45704559706172176
0.35000000000000003,0.3206535613990299,0.8028124001278364,0.45826872206512814
0.36000000000000004,0.3242535358826611,0.7913071268775966,0.4600092893636786
0.37000000000000005,0.32797212169950407,0.7820389900926814,0.46213408876298395
0.38000000000000006,0.3327367841409692,0.7724512623841483,0.46512075435389205
0.39000000000000007,0.3354143019296254,0.7555129434324065,0.46457698732435887
0.4000000000000001,0.33973799126637555,0.7459252157238735,0.46684668466846685
0.4100000000000001,0.344338213325366,0.7366570789389582,0.46930672910516136
0.42000000000000004,0.3475319083499923,0.7222754873761585,0.4692691029900332
0.43000000000000005,0.35224022878932315,0.7085330776605945,0.4705507800063674
0.44000000000000006,0.35687366868753073,0.6960690316395014,0.4718370883882149
0.45000000000000007,0.36308006119326874,0.6826462128475551,0.474034620505992
0.4600000000000001,0.3677453394301794,0.6682646212847555,0.4744186046511628
0.4700000000000001,0.37245269286754,0.6542026206455737,0.4746666666666667
0.4800000000000001,0.3765666540068363,0.6337488015340365,0.47242406194163195
0.49000000000000005,0.3796078431372549,0.6187280281240013,0.4705310487301009
0.5000000000000001,0.385793018983466,0.6040268456375839,0.47085201793721976
0.5100000000000001,0.3910721913712089,0.5851709811441355,0.4688260145948022
0.5200000000000001,0.39529202753719744,0.5688718440396293,0.46645702306079667
0.5300000000000001,0.4004158964879852,0.5538510706295942,0.46479817621027225
0.5400000000000001,0.40449166867906305,0.5353147970597635,0.4607977991746905
0.5500000000000002,0.41146626078132925,0.5183764781080218,0.4587752793098572
0.5600000000000002,0.4166447195154069,0.5055928411633109,0.45682933872365
0.5700000000000002,0.4264015465341066,0.49344838606583574,0.4574814814814815
0.5800000000000002,0.4336823734729494,0.47651006711409394,0.4540886249428963
0.5900000000000002,0.43665850673194617,0.45605624800255673,0.44614663123339066
0.6000000000000002,0.4432956381260097,0.43847874720357943,0.44087403598971725
0.6100000000000001,0.4524714828897338,0.41834451901565994,0.43473928927266686
0.6200000000000001,0.46215722120658137,0.40396292745286033,0.4311050477489768
0.6300000000000001,0.4680030840400925,0.38798338127197185,0.42425301415341604
0.6400000000000001,0.47404985696771557,0.3707254713966123,0.41606886657101866
0.6500000000000001,0.48045178105994785,0.3534675615212528,0.4072914748665071
0.6600000000000001,0.4896930829134219,0.34164269734739533,0.40248493975903615
0.6700000000000002,0.5007349338559529,0.32662192393736017,0.395357833655706
0.6800000000000002,0.5148360229047371,0.3160754234579738,0.3916831683168317
0.6900000000000002,0.5194013303769401,0.2994566954298498,0.37989053314413135
0.7000000000000002,0.5298329355608592,0.2837967401725791,0.3696149843912591
0.7100000000000002,0.540207522697795,0.2662192393736018,0.35666880753585956
0.7200000000000002,0.5481171548117155,0.25119846596356665,0.3445101906640368
0.7300000000000002,0.5553892215568862,0.2371364653243848,0.33236282194848826
0.7400000000000002,0.5661290322580645,0.22435282837967402,0.32135500114442667
0.7500000000000002,0.5863596102745793,0.21156919143496325,0.31094410521371535
0.7600000000000002,0.6056475170399221,0.19878555449025248,0.2993262752646776
0.7700000000000002,0.6141649048625792,0.18568232662192394,0.2851533742331288
0.7800000000000001,0.619324796274738,0.17002237136465326,0.2668004012036108
0.7900000000000001,0.6335012594458438,0.16075423457973795,0.25643640071373947
0.8000000000000002,0.6425591098748261,0.1476510067114094,0.24012474012474014
0.8100000000000002,0.659375,0.13486736976669864,0.22393207747413107
0.8200000000000002,0.6725978647686833,0.12080536912751678,0.20482254131671634
0.8300000000000002,0.6766467065868264,0.10834132310642378,0.18677685950413223
