threshold,precision,recall,f1_score
0.05,0.20652245815968776,0.9977628635346756,0.34221199166940697
0.060000000000000005,0.21049428629386707,0.9948865452221157,0.34747181605089855
0.07,0.21463616888950315,0.9926494087567913,0.35295454545454547
0.08000000000000002,0.2186089164785553,0.9904122722914669,0.3581623808147934
0.09000000000000001,0.2220067514185161,0.9878555449025248,0.36253811869575414
0.1,0.22502920560747663,0.9849792265899648,0.3663595839524517
0.11000000000000001,0.22776460124518233,0.9821029082774049,0.36977317850911495
0.12000000000000001,0.23054950011275652,0.9801853627356983,0.3732960077896787
0.13,0.23319103521878334,0.9776286353467561,0.37656182679879363
0.14,0.23553017440963112,0.9753914988814317,0.37943681233293963
0.15000000000000002,0.23805794831636648,0.9715564077980186,0.38241398830115103
0.16000000000000003,0.24016185337987941,0.9674017257909875,0.3847962880569504
0.17000000000000004,0.24285138944824808,0.9635666347075743,0.3879310344827586
0.18000000000000005,0.24516129032258063,0.9594119527005434,0.39052946533107846
0.19,0.24838012958963282,0.9555768616171301,0.3942770488560691
0.2,0.2514126676225015,0.9527005433045701,0.3978379821166422
0.21000000000000002,0.25484978540772535,0.9488654522211569,0.40178631842479196
0.22000000000000003,0.2580278239566016,0.9424736337488016,0.4051380684159912
0.23000000000000004,0.260885018660032,0.9383189517417705,0.40825975109504276
0.24000000000000005,0.26406730595259637,0.9328859060402684,0.4116195445251357
0.25000000000000006,0.267416144489495,0.9274528603387664,0.4151348258350619
0.26000000000000006,0.27164094843808806,0.9226589964844999,0.4197136003489133
0.27,0.2749424405218726,0.9159475870885266,0.4229321921345828
0.28,0.2793685036281624,0.9105145413870246,0.4275530877166654
0.29000000000000004,0.28348348348348346,0.9050814956855225,0.43174022410244683
0.30000000000000004,0.2873939270013291,0.8983700862895494,0.4354763749031758
0.31000000000000005,0.2908711528429838,0.8910194950463407,0.4385716532955797
0.32000000000000006,0.2955128205128205,0.8839884947267498,0.4429497958203219
0.33,0.2995633187772926,0.8769574944071589,0.4465782407030678
0.34,0.3033482142857143,0.8686481303930969,0.4496649846968318
0.35000000000000003,0.30822936934874673,0.8606583573026526,0.4539019046013821
0.36000000000000004,0.3121637426900585,0.8529881751358261,0.4570596797671033
0.37000000000000005,0.3158587672052663,0.843400447427293,0.4595959595959596
0.38000000000000006,0.3185330553170612,0.8299776286353467,0.46037936536075164
0.39000000000000007,0.3220466516177577,0.8207094918504314,0.46257768170764657
0.4000000000000001,0.3266040889803266,0.811760945989134,0.4657986429488355
0.4100000000000001,0.3295618997500329,0.800575263662512,0.46691519105312207
0.42000000000000004,0.3331088362068966,0.7903483541067434,0.4686818914052876
0.43000000000000005,0.33806896551724136,0.7833173537871524,0.47229983620772714
0.44000000000000006,0.34351036637318944,0.7730904442313838,0.4756661095270868
0.45000000000000007,0.3473282442748092,0.756152125279642,0.4760084498541394
0.4600000000000001,0.35086128739800543,0.7420901246404602,0.47645429362880887
0.4700000000000001,0.35633078959663606,0.7312240332374561,0.47916230366492146
0.4800000000000001,0.35854789700943546,0.7165228507510387,0.47793647409933915
0.49000000000000005,0.3647976111479761,0.7027804410354745,0.48028830402970407
0.5000000000000001,0.36802335565859523,0.6848833493128795,0.4787756925826631
0.5100000000000001,0.37305699481865284,0.6673058485139022,0.47856979142791656
0.5200000000000001,0.37822775404049785,0.6506871204857783,0.4783834586466165
0.5300000000000001,0.3833009708737864,0.6308724832214765,0.4768691870998913
0.5400000000000001,0.3908515417602614,0.6116970278044104,0.4769499127834538
0.5500000000000002,0.398877617094755,0.5906040268456376,0.4761659366142747
0.5600000000000002,0.40454545454545454,0.5688718440396293,0.47283835834772214
0.5700000000000002,0.4099855976956313,0.5458612975391499,0.4682659355723098
0.5800000000000002,0.4171982648634856,0.5225311601150527,0.46396140749148695
0.5900000000000002,0.4282218597063622,0.5033557046979866,0.4627589246364037
0.6000000000000002,0.43858632676709153,0.48386065835730263,0.46011244491718584
0.6100000000000001,0.4495668316831683,0.46436561201661875,0.4568464077975161
0.6200000000000001,0.46025939474559363,0.44231383828699267,0.4511082138200782
0.6300000000000001,0.4693950177935943,0.42154042825183763,0.4441825223101532
0.6400000000000001,0.4765714285714286,0.3998082454458293,0.4348279457768509
0.6500000000000001,0.4864526886202584,0.37296260786193675,0.42221418234442837
0.6600000000000001,0.49731182795698925,0.3547459252157239,0.4141018466703973
0.6700000000000002,0.5105340519353259,0.33301374240971554,0.40309477756286266
0.6800000000000002,0.5197860962566845,0.31064237775647174,0.38887777555511105
0.6900000000000002,0.532520325203252,0.2930648769574944,0.37806637806637805
0.7000000000000002,0.5430925221799746,0.2738894215404283,0.36413851710218825
0.7100000000000002,0.5601398601398602,0.25599232981783315,0.351392849309059
0.7200000000000002,0.5738461538461539,0.23841482901885586,0.3368706254233461
0.7300000000000002,0.5859441151566469,0.22115691914349633,0.3211136890951276
0.7400000000000002,0.6020220588235294,0.20933205496963886,0.3106473796537823
0.7500000000000002,0.6092783505154639,0.18887823585810162,0.28836301536960235
0.7600000000000002,0.6305587229190421,0.1767337807606264,0.2760858711932102
0.7700000000000002,0.6459390862944162,0.16267178012144456,0.25989277508297165
0.7800000000000001,0.6671388101983002,0.15052732502396932,0.24563233376792698
0.7900000000000001,0.6781045751633987,0.13263023330137425,0.2218658112804063
0.8000000000000002,0.7009174311926606,0.12208373282198785,0.20794774088187262
0.8100000000000002,0.7163561076604554,0.11057845957174817,0.19158361018826134
0.8200000000000002,0.724390243902439,0.09491850431447747,0.16784402373551852
0.8300000000000002,0.7521865889212828,0.08245445829338446,0.14861751152073732
